Age,Gender,House_size,State,Time,Y_Actual,state_impact,spend,Y_RN
59,0,871,CA,50:43.8,0,5,0.643918844,0.52
40,0,1897,FL,18:10.9,0,1,0.387793901,0.07
56,0,605,CA,17:46.0,0,5,0.853631173,0.43
51,1,1145,FL,09:40.1,1,1,0.539200142,0.12
56,1,865,NY,45:48.3,0,5,0.039679881,0.83
57,1,2475,CA,41:52.8,0,5,0.461853293,0.96
51,1,1196,CA,37:15.4,0,5,0.461815444,0.92
46,0,2364,FL,56:39.2,0,1,0.637092528,0.96
54,0,746,FL,50:53.3,0,1,0.394705227,0.45
59,0,2923,CA,16:47.0,0,5,0.865476337,0.62
60,0,2999,IL,24:35.0,0,1,0.412276032,0.22
48,1,748,TX,41:37.7,1,1,0.882916519,0.08
54,1,2154,CA,29:19.6,1,5,0.214691018,0.11
59,1,2771,TX,26:13.9,1,1,0.791690312,0.06
54,1,1484,NY,24:56.5,1,5,0.983295812,0.12
51,0,2293,IL,05:27.4,0,1,0.673997108,0.92
48,0,1940,CA,46:05.3,0,5,0.75684457,0.68
56,0,1240,TX,59:17.6,0,1,0.14404922,0.38
49,0,2228,TX,24:11.3,0,1,0.486363786,0.23
45,0,1541,TX,52:17.6,0,1,0.821731516,0.57
40,0,1579,TX,24:22.5,0,1,0.198439811,0.95
57,0,2988,FL,33:58.4,0,1,0.080287428,0.64
50,1,1020,CA,17:41.9,0,5,0.265958768,0.73
60,0,2873,TX,03:53.2,0,1,0.319523882,0.72
59,1,2380,CA,49:54.9,0,5,0.808272927,0.9
46,0,1215,IL,19:56.0,0,1,0.841589996,0.2
54,1,502,NY,01:02.9,1,5,0.68998689,0.31
47,0,783,CA,54:26.3,0,5,0.98103422,0.37
53,1,1990,TX,24:35.5,0,1,0.749056887,0.87
55,1,1261,IL,22:38.2,1,1,0.204323488,0.17
50,0,663,FL,25:44.5,0,1,0.151550704,0.68
58,0,1556,CA,47:33.2,0,5,0.961888307,0.85
40,0,667,FL,56:32.8,0,1,0.590662784,0.65
52,1,2361,IL,39:13.0,1,1,0.57840052,0.3
45,0,2272,CA,11:34.3,0,5,0.708393653,0.63
59,0,1815,CA,21:41.4,0,5,0.297892251,0.91
50,1,2766,NY,20:30.6,0,5,0.480928917,0.72
42,0,2314,NY,39:44.6,0,5,0.261632097,0.87
44,0,1475,FL,08:35.4,0,1,0.71533769,0.69
44,1,1727,TX,24:40.6,1,1,0.504006987,0.29
48,1,1202,CA,46:37.8,0,5,0.171089783,0.65
46,1,2391,FL,44:01.1,0,1,0.095480247,0.86
52,1,2247,CA,15:38.9,1,5,0.732776853,0.48
49,0,2439,NY,18:54.1,0,5,0.432891352,0.44
47,1,742,TX,15:31.0,0,1,0.715929367,0.94
52,1,2887,CA,58:58.8,1,5,0.983343179,0.53
45,0,1678,NY,31:05.5,0,5,0.224970827,0.75
59,0,1203,TX,46:57.8,0,1,0.96654268,0.82
56,1,1392,IL,07:19.9,1,1,0.379071427,0.32
54,1,1918,TX,14:05.3,0,1,0.912162727,0.93
45,1,1134,CA,12:34.3,1,5,0.164064251,0.29
55,1,2682,TX,48:54.0,0,1,0.722630408,0.65
52,1,2621,NY,32:45.6,1,5,0.525190532,0.02
48,0,1488,FL,01:26.6,0,1,0.737140639,0.48
58,0,2792,FL,18:40.5,0,1,0.601534218,0.99
57,0,2738,FL,11:57.6,0,1,0.521701558,0.02
47,1,1031,TX,30:14.2,1,1,0.264327366,0.15
42,0,1163,NY,22:10.7,0,5,0.979228838,0.44
47,0,1609,TX,13:38.5,0,1,0.571239317,0.76
40,0,973,TX,09:37.9,0,1,0.731859605,0.43
43,0,435,TX,20:53.8,0,1,0.901618641,0.38
41,1,2868,TX,44:30.4,0,1,0.947957525,0.88
60,0,1072,FL,14:39.0,0,1,0.784513404,0.75
54,0,747,TX,53:37.6,0,1,0.286706876,0.44
43,0,2046,IL,17:19.9,0,1,0.260607424,0.46
42,0,2337,NY,22:21.0,0,5,0.541411165,0.14
45,1,1657,TX,31:14.2,0,1,0.853821154,0.81
45,1,690,CA,19:23.9,1,5,0.548434427,0.32
53,0,956,CA,52:02.8,0,5,0.751321225,0.96
53,0,667,NY,14:56.2,0,5,0.658020594,0.77
51,0,2522,CA,24:41.4,0,5,0.43936518,0.58
59,0,1102,TX,55:17.4,0,1,0.616725194,0.23
44,1,687,CA,28:03.8,1,5,0.066959169,0.15
55,0,2337,FL,17:15.6,0,1,0.299461604,0.96
53,1,1373,FL,07:52.1,1,1,0.473808026,0.06
57,0,2021,FL,22:34.9,1,1,0.271037372,0.01
50,0,2092,CA,59:25.9,0,5,0.502463874,0.93
54,1,1078,FL,27:41.5,1,1,0.648070809,0.55
48,1,2051,FL,49:53.8,0,1,0.20719797,0.72
46,1,1177,NY,20:03.7,1,5,0.407665683,0.39
57,1,1212,FL,32:50.4,0,1,0.766852716,0.99
47,1,1634,CA,51:57.1,1,5,0.45695114,0.4
41,1,2451,CA,53:06.1,0,5,0.869378413,0.82
51,0,1055,TX,57:07.1,0,1,0.724145113,0.56
53,1,452,NY,10:09.1,1,5,0.093663838,0.06
55,1,2544,IL,59:18.9,1,1,0.703502855,0.08
56,0,1792,FL,58:38.2,0,1,0.349839439,0.48
43,1,473,TX,47:27.5,0,1,0.153798241,0.63
49,1,1001,CA,14:24.7,0,5,0.803584705,0.99
52,0,1545,CA,30:04.6,0,5,0.50108705,0.31
41,1,2030,IL,36:00.1,1,1,0.896264351,0.06
54,0,1299,IL,20:31.8,0,1,0.645530952,0.85
58,1,700,CA,42:51.7,1,5,0.533043313,0.34
53,0,2428,CA,16:36.5,0,5,0.477141247,0.77
40,1,2120,NY,43:43.7,0,5,0.469850448,0.77
43,1,2127,TX,08:09.3,1,1,0.99867538,0.16
49,1,2551,FL,15:10.7,1,1,0.328901297,0.3
60,1,1730,IL,52:35.7,1,1,0.023050331,0.08
54,0,617,IL,26:34.7,0,1,0.875834986,0.7
45,0,1201,TX,33:44.5,0,1,0.17775464,0.58
49,0,2883,TX,03:27.5,0,1,0.959189993,0.48
42,1,2162,TX,32:50.6,0,1,0.239339636,0.83
60,1,1728,TX,21:04.5,1,1,0.401533616,0.58
60,1,2903,TX,17:09.1,1,1,0.687796569,0.59
57,0,2648,FL,55:42.9,0,1,0.375805984,0.15
53,0,2420,IL,58:17.1,0,1,0.025665932,0.88
51,0,1053,CA,31:37.2,0,5,0.64586295,0.12
58,1,1296,TX,56:24.2,0,1,0.526410097,0.7
58,0,2777,TX,37:57.2,0,1,0.679947933,0.57
54,0,679,IL,34:29.2,0,1,0.538461379,0.39
50,1,2314,CA,44:09.9,0,5,0.428106474,0.55
41,0,667,FL,03:13.4,0,1,0.996016691,0.89
54,0,1306,TX,36:26.4,0,1,0.189473179,0.14
53,1,2948,TX,35:46.3,1,1,0.119104274,0.57
59,1,2636,NY,34:43.4,1,5,0.653560614,0.29
58,1,2540,IL,02:37.5,0,1,0.6835801,0.92
43,1,560,CA,16:00.5,0,5,0.943613565,0.5
43,0,2399,IL,13:18.3,0,1,0.379811666,0.55
42,1,2303,IL,25:13.0,1,1,0.510890367,0.15
60,0,671,TX,45:36.9,0,1,0.223663325,0.73
42,0,2738,CA,57:26.8,0,5,0.344054731,0.37
48,1,667,CA,56:56.6,0,5,0.932449379,0.98
44,0,2369,FL,08:10.1,0,1,0.058654291,0.67
42,0,1871,CA,46:18.1,0,5,0.158495489,0.75
50,1,1752,IL,19:23.1,1,1,0.246244269,0.1
50,1,1716,CA,37:59.6,0,5,0.214655744,0.54
42,1,2892,TX,54:25.8,0,1,0.022637782,0.93
55,1,678,FL,09:50.0,1,1,0.145485208,0.5
54,1,2786,CA,54:38.9,0,5,0.419790431,0.63
58,0,1857,TX,56:30.2,0,1,0.302059708,0.07
60,1,1921,TX,11:33.8,1,1,0.146328325,0.34
60,0,2027,NY,02:36.2,0,5,0.366842855,0.67
55,1,1818,FL,56:45.5,1,1,0.30772643,0.57
42,1,1467,CA,12:15.4,0,5,0.809274449,0.38
48,1,1433,CA,58:21.4,1,5,0.448904133,0.42
41,1,1885,TX,02:25.8,0,1,0.752289384,0.5
53,0,1696,IL,33:46.3,0,1,0.761982279,0.05
56,0,2481,CA,52:31.4,0,5,0.470780007,0.67
44,1,2573,TX,28:35.9,1,1,0.695327829,0.09
52,0,1116,CA,59:37.6,0,5,0.165239441,0.55
52,1,1337,NY,56:16.7,1,5,0.383840578,0.19
42,1,2030,NY,11:04.1,1,5,0.820676796,0.18
40,1,1018,CA,19:12.3,0,5,0.654620232,0.56
45,0,902,CA,20:24.3,0,5,0.811131974,0.46
52,0,2161,NY,42:03.9,0,5,0.767420333,0.49
49,0,1194,NY,03:44.2,0,5,0.901224583,0.22
50,1,2766,CA,49:55.2,1,5,0.358903656,0.18
40,1,1059,FL,01:50.1,1,1,0.858746389,0.11
60,0,673,TX,49:44.1,0,1,0.87987107,0.17
60,0,2467,CA,57:41.7,0,5,0.172371006,0.94
41,1,1082,FL,19:16.3,0,1,0.01978753,0.58
48,0,1417,FL,11:35.3,0,1,0.162709297,0.27
47,0,753,CA,20:40.2,0,5,0.34190329,0.97
55,0,537,TX,08:19.3,0,1,0.935323416,0.05
54,0,1468,TX,07:34.2,0,1,0.030825474,0.44
56,1,563,TX,01:06.0,1,1,0.407606046,0.24
59,0,1890,CA,47:42.8,0,5,0.601232389,0.91
40,0,2962,CA,07:01.2,0,5,0.720622237,0.85
47,1,855,CA,38:38.0,1,5,0.261006259,0.28
40,1,1003,CA,20:23.8,0,5,0.99730387,0.94
47,0,1055,CA,53:27.2,0,5,0.588629543,0.06
51,0,1919,FL,13:02.5,0,1,0.661094296,0.49
43,1,1232,NY,30:13.6,0,5,0.481403418,0.62
43,0,1527,FL,39:35.9,0,1,0.463321828,0.03
42,0,2564,CA,06:53.9,0,5,0.987973393,0.54
50,0,2727,CA,12:36.5,0,5,0.768034279,0.98
53,0,1104,CA,00:20.8,0,5,0.489330983,0.17
50,1,962,FL,10:35.5,1,1,0.238886505,0.44
42,1,1250,TX,36:28.1,1,1,0.75994692,0.14
51,1,1328,FL,51:28.1,1,1,0.593297506,0.09
48,1,1039,CA,43:34.0,1,5,0.798672054,0.14
60,1,2938,TX,04:20.5,1,1,0.297869805,0.48
43,0,1247,FL,49:35.8,0,1,0.876338523,0.1
50,0,2810,CA,38:50.3,0,5,0.752553394,0.68
48,0,478,FL,10:47.5,0,1,0.066727271,0.31
53,1,599,NY,34:59.1,1,5,0.162000149,0.2
45,0,1912,NY,44:51.4,0,5,0.271355989,0.22
49,1,2080,TX,00:51.2,1,1,0.36834422,0.36
52,1,856,TX,44:23.8,0,1,0.901058135,0.99
40,0,447,CA,06:35.4,0,5,0.840376272,0.1
49,0,1979,CA,48:44.5,0,5,0.699701262,0.85
44,0,2946,TX,05:14.4,0,1,0.103205145,0.49
43,1,1101,IL,39:43.5,0,1,0.21918954,0.55
60,1,2131,FL,58:44.3,1,1,0.945869149,0.41
51,0,1251,NY,34:10.4,0,5,0.589609852,0.71
47,0,691,FL,24:10.8,0,1,0.207990116,0.97
41,0,1563,TX,59:29.1,0,1,0.64253148,0.09
60,1,2201,TX,12:07.0,1,1,0.742722703,0.45
51,0,750,CA,22:53.5,0,5,0.314948941,0.46
48,1,1918,CA,30:46.4,0,5,0.41537457,0.57
54,1,2707,NY,46:34.1,1,5,0.997487081,0.5
52,0,2332,FL,07:49.2,0,1,0.49280342,0.85
56,1,2637,TX,42:21.4,0,1,0.679200045,0.77
51,0,2859,CA,09:15.6,0,5,0.52863357,0.88
50,0,1692,FL,32:33.3,0,1,0.590231162,0.5
53,1,1143,NY,55:59.7,1,5,0.967607762,0.46
46,1,2723,CA,37:17.0,0,5,0.73907102,0.75
56,0,2703,CA,53:44.1,0,5,0.816749363,0.68
57,0,2119,CA,17:18.8,0,5,0.708573587,0.77
47,1,457,NY,17:47.5,0,5,0.719807065,0.7
40,1,2529,CA,04:02.1,0,5,0.965797506,0.3
57,1,845,IL,35:34.1,1,1,0.657326528,0.6
43,0,1200,CA,44:39.4,0,5,0.544997542,0.25
53,0,1734,CA,55:20.4,0,5,0.253925292,0.19
47,1,1828,FL,52:05.1,1,1,0.799608452,0.13
56,0,1738,IL,04:16.1,0,1,0.436838831,0.8
49,1,1222,FL,50:24.6,0,1,0.130549472,0.93
43,1,1650,CA,44:23.8,0,5,0.745094821,0.45
45,1,2528,NY,07:10.7,1,5,0.61855085,0.23
42,1,2787,CA,02:10.6,1,5,0.01886262,0.12
52,0,2161,TX,27:50.5,0,1,0.564087921,0.58
54,1,2371,CA,03:19.4,1,5,0.741822072,0.31
57,0,731,TX,10:25.6,0,1,0.496493106,0.48
44,0,1390,CA,18:02.7,0,5,0.334353402,0.43
45,0,2860,CA,23:13.7,0,5,0.438716986,0.49
60,1,1663,CA,42:02.5,1,5,0.042785433,0.72
57,1,1051,TX,00:55.5,1,1,0.250884467,0.24
46,1,1349,TX,50:50.4,1,1,0.379851828,0.21
60,0,948,IL,50:11.9,0,1,0.195043022,0.52
59,0,915,NY,13:18.6,0,5,0.297830647,0.69
49,0,2782,FL,45:10.1,0,1,0.533372918,0.06
42,1,1656,TX,18:55.5,1,1,0.256379734,0.08
52,1,2054,CA,56:29.2,1,5,0.005769154,0.35
44,1,1110,IL,01:00.6,0,1,0.851733913,0.75
60,1,2936,NY,58:26.9,0,5,0.76527501,0.91
43,0,2251,NY,58:25.1,0,5,0.377065987,0.5
46,1,1388,FL,17:24.4,0,1,0.537967483,0.9
55,0,2908,IL,41:06.0,0,1,0.654715333,0.58
41,1,1268,NY,16:15.5,0,5,0.328151604,0.97
45,0,775,FL,16:00.1,0,1,0.582499006,0.64
60,1,1308,NY,34:54.9,1,5,0.304197479,0.36
42,1,1038,NY,16:38.6,0,5,0.089009152,0.71
54,1,528,NY,36:25.3,1,5,0.993786927,0.03
57,1,875,TX,03:34.4,1,1,0.626685166,0.22
40,0,1114,NY,18:42.5,0,5,0.613736988,0.01
50,1,677,FL,26:29.6,0,1,0.34772094,0.81
42,0,2111,FL,02:45.3,0,1,0.797431535,0.33
55,0,1620,TX,02:56.8,0,1,0.644645761,0.78
41,1,998,FL,07:13.2,0,1,0.591310014,0.81
60,1,1749,CA,57:11.3,1,5,0.235035407,0.7
59,0,540,NY,27:25.7,0,5,0.430975137,0.83
46,0,674,TX,03:57.7,0,1,0.228317193,0.7
43,1,2318,IL,13:36.5,1,1,0.932976273,0.01
52,1,1458,TX,55:16.7,0,1,0.531955822,0.92
57,1,1630,FL,45:53.4,1,1,0.741282316,0.64
48,1,2777,NY,24:37.8,0,5,0.613303296,0.95
52,1,2220,FL,01:04.4,1,1,0.82560802,0.13
53,1,2057,TX,26:39.0,0,1,0.491166858,0.79
58,1,2915,CA,46:55.2,0,5,0.212167573,0.93
57,0,881,NY,00:45.3,0,5,0.508519515,0.97
51,1,1937,CA,11:58.0,1,5,0.850695643,0.26
54,0,2913,FL,40:56.4,0,1,0.927807361,0.8
44,1,2117,CA,13:51.6,1,5,0.258606488,0.31
58,1,2333,CA,38:59.0,1,5,0.827570468,0.29
54,0,1348,FL,04:28.3,0,1,0.94317602,0.89
58,1,1802,IL,34:47.3,1,1,0.406583667,0.5
59,1,2170,NY,13:56.9,1,5,0.214397908,0.44
41,1,606,CA,05:39.8,0,5,0.861668556,0.67
40,1,622,TX,56:00.8,1,1,0.02981791,0.18
53,0,902,CA,02:14.3,0,5,0.370978868,0.45
49,1,2316,TX,38:49.2,0,1,0.108193094,0.9
54,0,969,CA,29:32.1,0,5,0.969576876,0.77
55,1,715,CA,53:45.0,0,5,0.612878522,0.88
60,1,1573,FL,42:58.5,0,1,0.323668811,0.89
41,0,2180,IL,54:08.9,0,1,0.777660909,0.19
54,0,782,NY,56:37.6,0,5,0.53509893,0.27
59,0,1536,TX,53:56.9,0,1,0.132908119,1
59,1,2265,IL,45:35.5,1,1,0.550293867,0.55
53,0,974,FL,09:59.3,0,1,0.450930434,0.45
58,0,2324,CA,35:45.6,0,5,0.810657573,0.63
59,0,1924,NY,05:19.7,0,5,0.680504386,0.93
41,0,1182,NY,14:47.7,0,5,0.426075247,0.76
58,1,717,NY,57:02.4,1,5,0.714741448,0.32
42,0,1348,CA,31:14.9,0,5,0.450177813,0.78
53,1,2303,CA,09:57.5,0,5,0.731204119,0.67
49,0,1684,FL,34:07.3,0,1,0.620323578,0.09
52,1,1778,TX,20:18.2,1,1,0.779136663,0.46
44,1,1112,NY,08:59.6,0,5,0.115943148,0.66
47,0,478,TX,21:04.2,0,1,0.124416342,0.81
42,0,496,TX,43:05.1,0,1,0.368650682,0.53
43,0,1376,FL,42:07.0,0,1,0.661507422,0.37
52,1,1287,FL,53:01.9,1,1,0.841365957,0.25
48,0,564,CA,35:30.1,0,5,0.105772338,0.46
50,0,1896,FL,56:08.3,0,1,0.246108298,0.63
42,1,1617,CA,01:56.9,1,5,0.97973115,0.24
42,0,1754,IL,08:04.6,0,1,0.698911371,0.07
54,0,2354,TX,32:12.1,0,1,0.348795473,0.18
47,0,1995,CA,16:24.0,0,5,0.994543819,0.98
58,1,2620,FL,06:44.2,1,1,0.400750402,0.68
56,0,2252,NY,46:04.8,0,5,0.321277176,0.42
45,1,1463,FL,54:41.6,1,1,0.60804021,0.18
43,1,2902,IL,19:04.6,1,1,0.236690866,0.22
54,1,468,CA,29:02.7,1,5,0.611942202,0.2
60,1,1447,NY,17:55.5,1,5,0.913357487,0.49
60,0,2978,FL,47:53.1,0,1,0.917121749,0.84
55,1,2617,CA,44:15.3,1,5,0.281228836,0.52
57,1,521,TX,56:12.0,1,1,0.783353107,0.22
56,1,1331,TX,28:52.3,0,1,0.724685226,0.79
44,0,2829,IL,42:08.9,0,1,0.212258973,0.78
51,0,2451,CA,40:07.9,0,5,0.074216632,0.75
57,1,512,CA,32:51.5,1,5,0.959612907,0.06
40,0,2168,TX,01:43.2,0,1,0.594207523,0.56
45,1,1006,CA,45:50.9,0,5,0.819900867,0.9
44,1,1000,IL,49:44.3,0,1,0.763598891,0.41
40,1,1695,NY,11:14.2,0,5,0.732069683,0.28
41,0,1647,TX,34:31.2,0,1,0.1386073,0.55
53,1,2501,TX,13:35.7,0,1,0.182227869,0.73
41,1,1283,IL,30:36.4,0,1,0.671075982,0.96
41,1,2763,FL,03:22.5,0,1,0.707214942,0.39
59,0,1362,CA,20:29.0,0,5,0.69679251,0.27
56,1,2011,FL,15:10.7,0,1,0.310881527,0.76
50,0,2459,NY,09:07.6,0,5,0.042466789,0.55
57,0,2603,TX,27:38.9,0,1,0.936068645,0.88
43,1,2583,NY,15:41.1,1,5,0.072409402,0.02
47,1,2751,IL,28:13.1,0,1,0.300775478,0.75
40,0,536,NY,25:05.9,0,5,0.57351155,0.15
56,0,1355,TX,37:35.4,0,1,0.39218796,0.81
56,0,2384,CA,29:20.7,0,5,0.046429052,0.28
47,0,600,CA,09:20.8,0,5,0.094393541,0.45
57,0,2653,NY,43:39.2,0,5,0.023179967,0.51
60,0,1253,TX,15:57.4,0,1,0.641956746,0.32
57,0,2262,TX,00:43.1,0,1,0.619767257,0.61
54,0,1546,TX,30:16.3,0,1,0.375075814,0.62
51,0,1181,IL,44:43.0,0,1,0.689621769,0.82
51,1,658,TX,08:08.7,1,1,0.1445418,0.45
49,1,1287,NY,59:33.1,1,5,0.766017002,0.21
40,1,1263,CA,21:20.2,0,5,0.3977474,0.45
45,0,1083,FL,04:14.1,0,1,0.99588804,0.17
43,0,1015,CA,20:39.3,0,5,0.564441078,0.33
54,1,2052,CA,46:03.9,1,5,0.96544338,0.48
49,1,2349,FL,14:28.2,1,1,0.335501983,0.43
57,0,1180,NY,25:12.3,0,5,0.692641907,0.1
60,1,1983,CA,44:43.5,0,5,0.226284906,0.97
51,0,1974,TX,14:06.0,0,1,0.373565704,0.74
47,0,580,NY,15:34.0,0,5,0.381809317,0.78
54,1,1303,IL,48:17.5,1,1,0.382444278,0.06
45,1,604,TX,25:00.9,0,1,0.302751269,0.88
55,1,2080,IL,09:52.1,0,1,0.881391283,1
56,0,2941,TX,58:11.2,0,1,0.458568889,0.11
50,0,1082,NY,24:48.9,0,5,0.293993495,0.81
43,0,2856,CA,17:43.5,0,5,0.200803114,0.6
60,1,2327,IL,34:37.3,1,1,0.027171517,0.22
47,0,1397,CA,37:02.7,0,5,0.356222438,0.19
48,1,2581,CA,56:06.9,0,5,0.289898111,0.53
46,0,1631,NY,13:10.3,0,5,0.652865043,0.23
57,1,2817,TX,25:54.0,0,1,0.367773879,0.76
58,0,2753,FL,43:56.1,0,1,0.810613592,0.87
41,0,1224,CA,40:11.5,0,5,0.868672316,0.63
46,0,2536,TX,47:33.2,0,1,0.543120202,0.66
41,0,1202,IL,10:54.7,0,1,0.990970955,0.39
58,0,2434,CA,53:03.6,0,5,0.124304548,0.9
41,1,1351,TX,17:14.5,0,1,0.44753977,0.53
45,1,1519,TX,04:39.1,0,1,0.303766107,0.77
59,1,2721,FL,41:56.6,0,1,0.668421108,0.84
58,0,707,CA,57:28.9,0,5,0.340213102,0.46
55,1,2049,CA,15:19.2,0,5,0.150595372,0.77
60,1,855,FL,55:04.3,1,1,0.180213075,0.27
52,0,759,NY,59:38.2,0,5,0.21762043,0.22
59,1,2281,NY,35:07.9,0,5,0.022536915,0.72
49,0,2004,TX,27:15.9,0,1,0.035469086,0.11
46,0,905,CA,34:03.5,0,5,0.35585524,0.72
49,1,543,CA,14:27.1,1,5,0.979850634,0.2
45,0,1899,FL,39:11.3,0,1,0.72745576,0.41
55,1,1416,FL,29:43.6,1,1,0.00657812,0.08
52,0,2647,CA,06:04.9,0,5,0.447678307,0.28
51,1,1843,TX,10:11.6,1,1,0.318748468,0.19
49,0,1034,CA,48:11.8,0,5,0.247710221,0.97
57,1,2978,TX,22:44.4,1,1,0.655730168,0.07
40,0,786,TX,19:53.5,0,1,0.607184106,0.82
47,0,1937,CA,24:30.1,0,5,0.661421289,0.56
56,0,2550,TX,54:50.9,0,1,0.01847773,0.77
45,0,1976,CA,09:31.4,0,5,0.737597554,0.14
49,1,1771,NY,50:11.9,0,5,0.062950643,0.52
44,0,567,FL,49:52.1,0,1,0.187525898,0.57
55,0,2405,CA,35:03.1,0,5,0.371987642,0.24
43,0,1524,CA,22:39.9,0,5,0.327394169,0.98
49,1,1662,IL,31:26.3,1,1,0.937388186,0.17
49,1,1059,CA,34:57.7,0,5,0.167564147,0.86
52,1,2788,CA,54:43.8,0,5,0.587248218,0.86
58,0,2698,FL,03:27.5,1,1,0.458089625,0.01
48,1,2816,CA,20:43.2,0,5,0.100871326,0.64
60,1,1240,TX,45:48.6,1,1,0.831213412,0.25
60,0,1489,IL,33:39.4,0,1,0.709988069,0.34
59,0,2494,CA,13:55.6,0,5,0.60836414,0.85
47,1,1024,FL,14:37.2,1,1,0.296570614,0.17
43,1,592,FL,58:05.9,0,1,0.379390774,0.54
40,1,2766,FL,15:43.8,0,1,0.550909974,0.9
52,0,674,TX,05:44.5,0,1,0.01360536,0.59
52,0,2527,NY,21:55.2,0,5,0.657943492,0.82
44,0,2113,TX,11:26.1,0,1,0.204387457,0.65
54,0,1109,TX,27:01.1,0,1,0.50187028,0.12
52,0,2038,TX,29:11.9,0,1,0.257884799,0.75
43,1,2113,FL,31:51.0,1,1,0.423156324,0.04
51,0,1865,FL,29:17.4,0,1,0.556449218,0.47
41,0,1770,TX,54:32.8,0,1,0.414559441,0.53
56,1,1202,NY,33:32.3,1,5,0.449521497,0.45
42,0,2311,TX,54:04.6,0,1,0.764087942,0.01
50,0,536,CA,36:46.7,0,5,0.781965704,0.95
40,1,2761,FL,03:46.0,1,1,0.821225172,0.24
40,1,899,TX,10:49.2,0,1,0.49141208,0.43
40,1,1500,TX,39:42.9,0,1,0.376514575,0.71
52,1,586,IL,32:08.1,1,1,0.284880674,0.02
50,1,404,FL,38:00.8,0,1,0.364807963,0.57
51,0,494,FL,43:24.6,0,1,0.147003491,0.28
58,0,1758,CA,31:20.1,0,5,0.030874129,0.2
46,1,1572,CA,26:27.1,1,5,0.419992865,0.32
41,1,962,NY,06:05.0,0,5,0.037465492,0.37
54,0,648,CA,13:27.0,0,5,0.162489039,0.43
46,0,2990,FL,04:46.7,0,1,0.124123047,0.82
60,0,2400,CA,53:42.5,0,5,0.688129717,0.89
56,0,1913,TX,01:06.1,0,1,0.775647256,0.81
45,0,2131,CA,19:11.2,0,5,0.579299607,0.74
45,0,495,CA,53:19.6,0,5,0.29902102,0.19
59,0,1659,NY,57:54.1,0,5,0.563589079,0.28
40,0,1533,FL,48:24.2,0,1,0.64768567,0.52
50,0,1452,TX,10:47.0,0,1,0.102910113,0.35
42,0,752,FL,08:37.0,0,1,0.014031672,0.64
50,1,2405,FL,58:52.8,1,1,0.17421683,0.27
56,0,1306,TX,22:53.7,0,1,0.256986773,0.77
57,1,2243,NY,29:42.7,0,5,0.29985336,0.72
44,1,628,IL,14:03.7,0,1,0.702418258,0.37
43,1,1251,CA,55:49.3,0,5,0.588736367,0.68
56,0,2209,FL,14:52.4,0,1,0.344509906,0.19
57,1,2119,CA,06:32.1,1,5,0.925788902,0.11
52,0,1363,CA,59:41.2,0,5,0.765136198,0.7
56,0,1830,TX,08:12.3,0,1,0.492074379,0.11
51,0,1554,TX,03:47.4,0,1,0.605021547,0.5
44,0,1815,NY,10:49.2,0,5,0.082454269,0.22
54,0,2269,CA,01:46.9,0,5,0.84120607,0.05
59,0,1661,IL,36:10.0,0,1,0.681520341,0.79
58,1,2965,TX,44:09.8,1,1,0.223393573,0.55
41,0,2859,NY,48:45.4,0,5,0.321499581,0.49
45,1,2672,FL,07:14.0,0,1,0.408868275,0.79
45,0,961,FL,54:46.4,0,1,0.050441692,0.02
43,1,714,CA,33:03.9,1,5,0.743799668,0.12
49,0,1890,CA,17:25.8,0,5,0.640143303,0.23
47,0,1660,NY,22:33.4,0,5,0.698773419,0.78
42,1,1957,CA,24:10.4,0,5,0.813941324,0.51
41,1,2827,FL,30:23.9,1,1,0.026763121,0.13
48,0,846,TX,03:01.8,0,1,0.187797893,0.38
45,0,2253,IL,07:07.1,0,1,0.267554039,0.41
46,0,2982,TX,45:12.4,0,1,0.144679373,0.16
52,0,2959,CA,03:31.0,0,5,0.291724465,0.74
49,0,1312,CA,18:19.5,0,5,0.220006244,0.13
46,1,1939,TX,20:08.5,1,1,0.820198909,0.33
47,0,2325,NY,10:55.6,0,5,0.083825562,0.46
49,0,1404,NY,15:43.4,0,5,0.780906164,0.36
50,1,2250,IL,55:57.9,0,1,0.680722433,0.92
55,1,2141,FL,07:47.8,1,1,0.586452967,0.03
50,0,2202,NY,23:10.4,0,5,0.483453809,0.12
56,1,1525,NY,36:23.6,1,5,0.35392005,0.34
58,0,2348,CA,51:54.2,0,5,0.305255303,0.66
46,1,1830,FL,53:31.7,0,1,0.965150814,0.62
43,1,1484,NY,03:27.9,0,5,0.51158443,0.34
43,1,1328,FL,54:35.4,0,1,0.75838588,0.55
53,1,2379,TX,32:51.4,1,1,0.036015705,0.55
43,1,2238,TX,39:45.9,0,1,0.109678377,0.53
50,0,451,TX,33:15.3,0,1,0.59262072,0.67
46,1,1964,CA,00:59.5,1,5,0.239713575,0.36
50,0,2465,IL,18:29.6,0,1,0.472737224,0.65
45,0,2194,FL,43:22.3,0,1,0.876663726,0.82
49,0,1695,IL,18:09.7,0,1,0.966120151,0.58
46,1,2127,NY,41:58.8,0,5,0.725581162,0.84
50,1,705,TX,33:28.0,0,1,0.22898351,0.85
47,1,1881,TX,10:05.6,1,1,0.601632389,0.05
48,1,918,CA,27:24.9,1,5,0.668181501,0.16
40,0,2666,CA,10:41.5,0,5,0.340922347,0.93
44,1,2451,IL,11:06.2,0,1,0.958946136,0.73
